MDT	KPERC	eU	eth	UTHRAZAO	THKRAZAO	MAGIGRF	closest_unid	X	Y	geometry
continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous	string
							class	meta	meta	meta
680.0838641589621	0.17033017510719836	2.2227013527072073	22.82588608194924	0.09771001110647787	136.08974985078825	-101.67353764016075	N1dl	519691.536940599	8799099.412604254	POINT (519691.536940599 8799099.412604254)
525.0659829118515	0.8108460445216639	0.9550701057870801	23.756991546075554	0.0405347787513844	29.3773728021908	20.4301370479129	N1dl	501121.6698257303	8790024.818512108	POINT (501121.6698257303 8790024.818512108)
522.5388158714204	0.5046480481839593	1.487795069592126	6.971192226616791	0.2114917688553582	13.680102182005951	-34.44656617078737	N1dl	534647.1346170033	8796326.619964987	POINT (534647.1346170033 8796326.619964987)
482.4646036398366	0.3888339701592931	2.6937428334085123	17.58947336725313	0.15161105368203423	43.39256554459011	-113.12451231197245	N1dl	549104.2123708607	8792545.53909326	POINT (549104.2123708607 8792545.53909326)
490.9452176934408	0.9022251240661469	3.6189714023037713	11.457185969375793	0.3205660268389101	12.939424838631654	-22.81602307578231	N1dl	550225.882196591	8836406.077205297	POINT (550225.882196591 8836406.077205297)
486.0469527214876	0.12434347274082973	1.81170723486125	8.800754559871613	0.20650134219983815	68.38916164071819	-169.76404348250432	N1dl	554463.301538239	8794562.115558181	POINT (554463.301538239 8794562.115558181)
498.9346422909615	0.1550522292606019	0.6766643100984429	10.148880691240512	0.0657980710717154	64.7076777025698	-11.824584202847305	N1dl	533151.5748493628	8791285.178802684	POINT (533151.5748493628 8791285.178802684)
505.3710166146192	0.2978298181005971	0.5318477234728348	9.796750996541482	0.057044829806835534	9.802149662170592	0.7287430222856245	N1dl	533525.464791273	8792671.575122317	POINT (533525.464791273 8792671.575122317)
456.52009399287914	0.10820604382948557	0.8720730766486162	8.899050735964273	0.09674375890350759	161.47632143902564	43.08965590480424	N1dl	528914.155507715	8830986.52795582	POINT (528914.155507715 8830986.527955821)
369.05593230195524	0.3005085581303235	1.266530266160347	7.212740995182844	0.1756992692360212	24.21048278783278	37.06828841161175	N1dl	511590.5881992133	8834767.608827548	POINT (511590.5881992133 8834767.608827548)
508.9434789586457	0.40888528590411066	0.7985884612337417	9.578668205053512	0.08368158159605568	23.28030101210445	24.858725012132957	N1dl	528664.8955464415	8820399.501514984	POINT (528664.8955464415 8820399.501514984)
479.33057234087437	0.24470034142392	1.8483199917644195	16.762224466733766	0.10961129398639775	77.3743104993873	34.42321449507659	N1dl	532528.4249461794	8839052.833815506	POINT (532528.4249461794 8839052.833815506)
462.1720909995427	0.07890992355583402	1.2191488400331125	6.1317742904304495	0.19491567029440102	129.632637473081	-117.58993494181588	N1dl	553466.2616931454	8789772.746453993	POINT (553466.2616931454 8789772.746453993)
469.3451764800765	0.0569699400991259	1.3862806792452287	7.922207977409058	0.17286814428104424	185.88212579963664	-87.35427763236643	N1dl	552344.591867415	8786495.809698496	POINT (552344.591867415 8786495.809698496)
498.6411738603796	0.6661237729322723	1.3489144372615423	12.82272220566644	0.10552162063510748	19.425200459960152	-28.479704014447595	N1dl	544617.5330679395	8801242.025098233	POINT (544617.5330679395 8801242.025098233)
640.0313027379237	0.5638478296060275	1.1329598756585058	32.5317588814566	0.035348850141827065	51.940527701971725	2.695324910211171	N1dl	547234.7626613101	8820399.501514984	POINT (547234.7626613101 8820399.501514984)
655.2146446468125	0.14769658634730937	1.7471867588656713	24.224587047951502	0.07265266778988254	172.58075812017802	66.23473480694071	N1dl	535768.8044427335	8815358.060352681	POINT (535768.8044427335 8815358.060352681)
420.84553539779756	0.3255308853166089	1.8172818144093525	9.893360976534876	0.18204463995251546	30.126090416262596	37.381127135006025	N1dl	515080.227657041	8820021.393427812	POINT (515080.227657041 8820021.393427812)
540.4529796439678	0.2950513432864883	1.43353095908269	15.040533061885084	0.0969270900913094	50.94800131412549	20.670373203616503	N1dl	500747.7798838202	8809938.511103205	POINT (500747.7798838202 8809938.511103205)
464.48639555578393	0.028757879319829944	1.9461961574378654	12.553453336560965	0.15464004913433102	138.07510342634984	45.285150461248605	N1dl	504735.9392641947	8820021.393427812	POINT (504735.9392641947 8820021.393427812)
483.38928179892105	0.6328843660328869	0.8104564668317346	12.381188869679583	0.06696071217461816	19.663899396740685	-51.905094441995764	N1dl	543246.6032809357	8795192.295703469	POINT (543246.6032809357 8795192.295703469)
457.6129522710079	0.4840297105707135	1.358524705075379	11.286509788856922	0.11864149027085182	23.352185475131275	-73.64117900039034	N1dl	524427.4762047937	8785109.413378863	POINT (524427.4762047937 8785109.413378863)
499.3896292690051	0.21481471045581849	1.722438260651677	17.763370484389487	0.09558371366817243	77.10512848603048	18.33368273385816	N1dl	506356.1290124718	8811072.835364724	POINT (506356.1290124718 8811072.835364724)
489.3285640992999	0.11665647502347254	1.4501629211615876	9.177221037986278	0.1539481259474163	72.13677767966051	-46.43704044654251	N1dl	530783.6052172654	8788260.314105302	POINT (530783.6052172654 8788260.314105302)
452.65898971182867	0.20206378257825558	1.7951396742880865	9.653454167867723	0.20278172141939915	58.78138245270638	56.09943723259517	N1dl	523804.32630161016	8825945.086793518	POINT (523804.3263016102 8825945.086793518)
409.88092900771903	0.2460311923794051	0.8738114278293452	7.797910885747015	0.11124091374869687	23.97231212964269	33.139442410381996	N1dl	508724.09864456917	8833885.356624145	POINT (508724.0986445692 8833885.356624145)
527.2643775176077	0.2967134385894526	1.9606181388495196	10.959056291183693	0.1698977691048887	33.211322495993926	23.05689778652565	N1dl	500997.0398450936	8809434.366986975	POINT (500997.0398450936 8809434.366986975)
483.23785558646006	0.7013994021582778	1.6467056885005105	19.700495334379998	0.0825582538552599	27.88181550732309	19.645439508297866	N1dl	544617.5330679395	8839052.833815506	POINT (544617.5330679395 8839052.833815506)
550.2556360753424	0.21608273676821488	0.6711738442917468	5.067469780495721	0.1306892827675101	22.830251271041533	-21.412556197924232	N1dl	552344.591867415	8806409.502289593	POINT (552344.591867415 8806409.502289593)
406.2621070895141	0.018829583455171058	1.094303373695479	7.839514058869568	0.1388257579054094	205.19028238258431	38.08110793202944	N1dl	503489.63945782767	8834515.536769433	POINT (503489.6394578277 8834515.536769433)
498.1238832246831	0.11877336311483469	1.0138512702303717	9.61185253335555	0.10539678910901082	79.60692071151855	-25.99515405202503	N1dl	533151.5748493628	8790781.034686454	POINT (533151.5748493628 8790781.034686454)
399.015658200228	0.16776531725840085	0.6416371277387146	7.115784515675044	0.09088302557652103	41.54156574740279	30.288780456362872	N1dl	505732.9791092883	8834767.608827548	POINT (505732.9791092883 8834767.608827548)
668.6661259947335	0.08795650465219919	1.495111653223638	20.10116746458326	0.0743022195401524	248.06827808067382	-80.01880311580567	N1dl	524801.3661467037	8805401.214057133	POINT (524801.3661467037 8805401.214057133)
660.0574468875055	0.18600951392508933	2.127196161234092	25.005449947126237	0.08430364980608143	121.2903557883741	0.6723323887504344	N1dl	535021.0245589134	8814097.700062105	POINT (535021.0245589134 8814097.700062105)
660.4646382548922	0.11479393149221524	1.9059541538232505	30.288372777500886	0.062098557250629016	303.3849363559122	-12.319258433186105	N1dl	547982.5425451305	8819139.141224409	POINT (547982.5425451305 8819139.141224409)
519.0136319285969	0.2280249824037791	2.104535738387449	9.66047477222153	0.21732660262437775	65.34036721926373	-42.75777265248614	N1dl	550350.5121772278	8802502.385388808	POINT (550350.5121772278 8802502.385388808)
674.6360161624945	0.1299664467789735	2.6697517393288273	25.114385181945583	0.10542476840003338	205.98965494007462	-38.67074299773926	N1dl	533525.464791273	8809938.511103205	POINT (533525.464791273 8809938.511103205)
528.0018871359206	0.42466808392595684	2.1356581932022256	8.671326504251343	0.23571198022567724	26.495761571274553	10.640055270561136	N1dl	545365.3129517597	8804140.853766557	POINT (545365.3129517597 8804140.853766557)
648.5397206535267	0.23233959718929054	1.9696175476072395	23.06838432923257	0.08542665331734343	102.97621748257167	-148.3491921446998	N1dl	525549.146030524	8804392.925824672	POINT (525549.146030524 8804392.925824672)
636.5814700090887	0.5205433919818527	1.6946130191316253	27.47926786571202	0.061378304473089305	44.240608641063915	-3.012676429432376	N1dl	546736.2427387633	8819643.285340639	POINT (546736.2427387633 8819643.285340639)
504.91515799162624	0.06540170727483131	1.2205307624962556	13.007814552501	0.0933245531037924	262.47912194233373	-11.734726798541768	N1dl	514581.7077344942	8786369.773669438	POINT (514581.7077344942 8786369.773669438)
477.18669608216453	0.6355088027662041	0.886533701607181	8.288224710998072	0.11740529967976147	5.652777320615464	-41.99800437196773	N1dl	532403.7949655426	8788890.49425059	POINT (532403.7949655426 8788890.49425059)
457.4653561772085	0.25074538563344456	1.0060258265081825	7.5465898306286965	0.1319826914182428	30.904536129966534	-44.32671445384301	N1dl	554587.9315188756	8786747.881756611	POINT (554587.9315188756 8786747.881756611)
647.782453132485	0.0959781018424766	2.231369804435609	24.21219810359781	0.0980380584837201	141.24482794557403	-94.56422554986497	N1dl	528914.155507715	8806031.39420242	POINT (528914.155507715 8806031.39420242)
650.294356271186	0.07132841653929149	2.544605028176108	27.706633918659637	0.09215495671175039	359.69878997812054	-6.0325232342384245	N1dl	546736.2427387633	8818256.889021005	POINT (546736.2427387633 8818256.889021005)
537.4413380245342	0.5513391476992435	0.4602146835226766	11.260397089884814	0.03920174350353259	20.130754656362456	82.35149733848172	N1dl	545988.4628549432	8832246.888246397	POINT (545988.4628549432 8832246.888246397)
442.6942966606951	0.5623863630990161	1.3613418936199333	12.995679303785268	0.10514647117730565	23.277293458629376	35.167533555135286	N1dl	505608.3491286516	8822164.00592179	POINT (505608.3491286516 8822164.00592179)
543.4370624352633	0.25715750296758566	0.7141892634159862	17.400824119573173	0.04200603534768423	68.15869923835203	52.82123417688614	N1dl	500623.1499031835	8793679.863354778	POINT (500623.1499031835 8793679.863354778)
670.8620887300935	-0.057958678974671676	1.167894666016356	23.63453142944355	0.04841371020197578	951.2839913663172	-91.73483015216804	N1dl	521187.0967082394	8800863.91701106	POINT (521187.0967082394 8800863.91701106)
495.94654507474473	0.2925376241811061	2.381376333359108	17.11463004967602	0.14135107288757262	56.68750927977651	-119.02964455413876	N1dl	550475.1421578645	8793679.863354778	POINT (550475.1421578645 8793679.863354778)
451.0075675650755	0.31841905019649563	1.1058751187834204	11.131347782908117	0.09604409608933565	39.636417560054085	-80.3877603028981	N1dl	530409.7152753554	8784731.30529169	POINT (530409.7152753554 8784731.30529169)
506.18158995298825	0.24880805827919134	2.399105255300083	22.34422460663302	0.10796106658047282	90.41468234966557	-39.435912785106645	N1dl	505109.8292061048	8809308.330957917	POINT (505109.8292061048 8809308.330957917)
653.4822385572945	0.2025042459946554	1.8589599666629506	22.859532930748458	0.07980328880194194	94.43075624284724	56.73471839083557	N1dl	528415.6355851681	8803384.637592211	POINT (528415.6355851681 8803384.637592211)
395.9849244957499	0.16556685241973046	0.4382202972557664	4.115010416506432	0.10799100603495193	23.244305091723362	30.89430885283254	N1dl	512712.25802494364	8836910.221321527	POINT (512712.2580249436 8836910.221321527)
494.29215322578847	0.9744960344501479	2.481686118127801	17.89451878592094	0.14203859187961565	18.11988826805848	5.174034485981918	N1dl	544866.7930292129	8838800.76175739	POINT (544866.7930292129 8838800.761757391)
459.0901303958417	0.28425044494247464	1.1579308819375285	8.136429908362642	0.14413347336274546	15.198793709212369	-153.30579797980408	N1dl	545988.4628549432	8788638.422192475	POINT (545988.4628549432 8788638.422192475)
499.86855239459135	0.13877184983142446	0.7532378161282497	9.91053744383251	0.07538944561114044	75.3022215478344	-11.75191438943435	N1dl	533026.9448687262	8791285.178802684	POINT (533026.9448687262 8791285.178802684)
486.68639143646294	0.573891620083077	2.1308474497878738	14.963080133692133	0.14217844872833663	29.123289089425363	16.207288271716283	N1dl	505234.4591867415	8800863.91701106	POINT (505234.4591867415 8800863.91701106)
506.3679112896247	0.23408501498844603	1.354306219235992	11.130205616573686	0.12231807203406968	55.53620340299676	-22.818689963154167	N1dl	530035.8253334453	8790907.070715511	POINT (530035.8253334453 8790907.070715511)
379.2608873568798	0.37662314535441604	0.7124277489879491	6.105338898389758	0.11379727898807315	13.867367032376876	30.525731776062518	N1dl	511839.8481604867	8838926.797786448	POINT (511839.8481604867 8838926.797786448)
421.1946017067806	0.0635253948127863	1.3466813324795248	7.188962872547482	0.18923098220616114	126.25280462154309	37.12702889882901	N1dl	503115.74951591756	8833003.104420742	POINT (503115.7495159176 8833003.104420742)
427.6721619171004	0.05114788221850052	1.8388766255003168	11.487480396299796	0.1587000002425343	207.0622441270736	32.98251946834872	N1dl	523679.69632097345	8836406.077205297	POINT (523679.6963209735 8836406.077205297)
637.0797579016107	0.3224928781447613	1.793511284547134	21.274056574246856	0.0839329519359815	52.85421381030767	66.2265759510342	N1dl	552718.481809325	8815736.168439854	POINT (552718.4818093251 8815736.168439854)
535.0283032246721	0.5472968395179107	2.5584265106906936	8.311948410460285	0.30784820787198297	14.825791367578285	11.274332645325444	N1dl	553217.0017318719	8808930.222870745	POINT (553217.0017318719 8808930.222870745)
497.67288648455326	0.13787389594066723	0.709613785148243	10.312995437022536	0.06877016076920266	67.91352874724379	-28.56415821816981	N1dl	532279.1649849059	8790654.998657396	POINT (532279.1649849059 8790654.998657396)
472.4822516321083	0.3489254689331776	1.2998969559401847	11.973500538175388	0.11290635874605826	37.19192296423315	-7.969785675980042	N1dl	528914.155507715	8826197.158851633	POINT (528914.155507715 8826197.158851633)
404.38434340655004	0.20217135958813948	0.8721016258529005	8.366872116055145	0.10422896341502173	40.5583805912858	33.319509683934974	N1dl	511092.0682766665	8835271.752943778	POINT (511092.0682766665 8835271.752943778)
474.8120647679161	0.08188927840852678	1.5138900928547394	7.848285897557755	0.19523496810719812	123.24700770355498	7.1456704635266854	N1dl	523928.95628224686	8829348.059578072	POINT (523928.9562822469 8829348.059578072)
421.55239578743385	0.1889472734064013	0.8534932265105101	6.575780105916611	0.13284776737607612	37.485803536036904	40.118138645228505	N1dl	519566.9069599623	8833255.176478857	POINT (519566.9069599623 8833255.176478857)
543.0280585274239	0.3677613351285932	1.2572004174998053	10.09285764701218	0.12329891356838947	27.692849501827617	-9.453274448470339	N1dl	548231.8025064038	8805023.10596996	POINT (548231.8025064038 8805023.10596996)
467.0976480311235	0.20979882018598411	1.7756655534143062	14.388769653992712	0.12393721798546888	69.57743997151493	71.05703489062665	N1dl	534148.6146944565	8829348.059578072	POINT (534148.6146944565 8829348.059578072)
538.1754197901803	0.3008611483141227	2.017875471725957	22.180436700158666	0.09278194437105672	77.05278649458502	33.73296849572957	N1dl	500373.8899419101	8789268.602337763	POINT (500373.8899419101 8789268.602337763)
552.1606032706342	0.5901276521892218	2.119435303851001	17.0828279007767	0.12339473917475836	29.13733820161427	6.487453915419193	N1dl	501121.6698257303	8788764.458221532	POINT (501121.6698257303 8788764.458221532)
495.80796812385876	0.45156977236230633	1.5803717171018596	16.67190859586598	0.09558710949511652	36.655892299515145	57.159013702668375	N1dl	529288.045449625	8823046.258125193	POINT (529288.045449625 8823046.258125193)
466.3214814043651	0.21788643601310193	0.7593228922078429	7.806528368763693	0.09633159404384574	36.604210595193706	-139.302609930985	N1dl	536641.2143071905	8785991.665582266	POINT (536641.2143071905 8785991.665582266)
562.4442033294026	0.7265855378650705	1.4762761258038508	8.064175767211154	0.18066315772487337	11.034245211765304	24.890199407613018	N1dl	526172.2959337075	8793931.935412893	POINT (526172.2959337075 8793931.935412893)
636.7863340428291	0.16240126940171645	1.9646336655557737	27.563265667740595	0.07090499894924036	181.6506006134594	-22.621540561149317	N1dl	539756.963823108	8818382.925050063	POINT (539756.963823108 8818382.925050063)
464.0184826835153	0.08335633538492196	1.3101755604332406	8.252157610581726	0.15776544838976847	111.62019761758519	-176.45848154293276	N1dl	545739.2028936697	8786873.917785669	POINT (545739.2028936697 8786873.917785669)
477.2671160774046	-0.002588428125770116	0.8557818508097448	10.936507261064332	0.07708182456704743	460.587255941016	-47.71630877871338	N1dl	541127.8936101118	8793679.863354778	POINT (541127.8936101118 8793679.863354778)
503.5709078214686	0.16859034488736638	1.5345373342111988	12.81049472830471	0.12142228155912378	67.76180604496189	-39.52926586557713	N1dl	548481.0624676773	8799855.6287786	POINT (548481.0624676773 8799855.628778599)
487.49689559530367	0.08091411837793616	1.085741181368034	10.404100483237249	0.10352036429873666	242.2288371459241	-54.521646020259794	N1dl	527917.1156626213	8786495.809698496	POINT (527917.1156626213 8786495.809698496)
442.7063499479784	0.404939895984425	0.45138798499130506	7.156271072113601	0.07502904726295184	18.214163848623922	-192.2608726978029	N1dl	548854.9524095873	8786621.845727554	POINT (548854.9524095873 8786621.845727554)
483.6018469382258	0.8074436680872737	2.4420576737463695	17.64158923386866	0.1388346041330681	21.785523973630937	-122.023309410373	N1dl	539383.073881198	8832624.99633357	POINT (539383.073881198 8832624.996333569)
496.5178056708235	0.16557908473790298	1.7121150256333504	11.527106220969898	0.1486305918982477	132.99600777846956	-39.002056511902516	N1dl	541751.0435132952	8795444.367761584	POINT (541751.0435132952 8795444.367761584)
557.1009691856597	0.379038690491486	1.3255838767334602	15.185765516724507	0.08550253777932346	39.429036818513545	37.45116821788163	N1dl	551222.9220416846	8808426.078754514	POINT (551222.9220416846 8808426.078754514)
518.8283935165284	0.17141606368770657	0.9102082544469544	13.184801789053536	0.06935310655631435	82.79752249393158	-31.47469236447741	N1dl	554587.9315188756	8804392.925824672	POINT (554587.9315188756 8804392.925824672)
480.90686535894156	0.49817271483749337	1.7997352328332594	13.788137196183518	0.1303661034050685	28.970879977107668	-41.70393589884403	N1dl	542748.0833583889	8795822.475848757	POINT (542748.0833583889 8795822.475848757)
427.13842864888846	0.11824624450677651	1.0751627553574254	6.068083294474684	0.16899338025393562	79.58639154924502	42.12133951395893	N1dl	500249.2599612734	8832246.888246397	POINT (500249.2599612734 8832246.888246397)
622.75946560161	0.227660475441618	1.8892612664587674	19.803488007566436	0.09598865022368913	85.35964442633014	-37.230186045774204	N1dl	541626.4135326586	8816618.420643257	POINT (541626.4135326586 8816618.420643257)
481.97360066655455	0.12820113597606278	1.266165459466536	9.215203659598938	0.13898986969481342	69.20303259706711	-28.142807796998138	N1dl	534522.5046363666	8790781.034686454	POINT (534522.5046363666 8790781.034686454)
513.639157282869	0.09139560707810482	1.1168831976200921	12.121590815494196	0.09417770475183095	131.98717757188228	-20.93262941527085	N1dl	529786.5653721718	8791285.178802684	POINT (529786.5653721718 8791285.178802684)
440.44615096867517	0.36229814904509267	2.2433042229970948	18.87730646036251	0.11749348938825652	52.206282400921516	52.25318633320915	N1dl	513709.29787003726	8828087.699287497	POINT (513709.2978700373 8828087.699287497)
633.6072598781341	-0.06865484391144246	2.541546501681308	25.10474185552655	0.10107327663133525	1010.7549615071658	34.636260247593015	N1dl	537638.2541522841	8816744.456672315	POINT (537638.2541522841 8816744.456672315)
671.576690412304	-0.039999675067220256	2.287505651994525	21.079082830640015	0.10871004710826757	796.0387825898734	27.420099362373772	N1dl	552219.9618867782	8826449.230909748	POINT (552219.9618867782 8826449.230909748)
461.0312698742318	0.10269349667567165	0.9033683713327797	8.367910593397825	0.10835246040946234	82.39554009349169	-202.02250716430729	N1dl	540130.8537650182	8785235.44940792	POINT (540130.8537650182 8785235.44940792)
367.685507378047	0.2568868523363386	0.5894978754692576	6.170525695834428	0.10643829734541592	24.19935178085514	38.78086849976379	N1dl	513335.40792812716	8834767.608827548	POINT (513335.4079281272 8834767.608827548)
687.6295423659052	0.08264232605383165	2.230516331246254	22.105951903845003	0.10387820763418501	279.2213728534299	-58.08721737012513	N1dl	519816.1669212357	8797713.01628462	POINT (519816.1669212357 8797713.01628462)
407.01586269954237	0.4703446366923025	1.5334182731215427	9.531067764968412	0.15225204503105313	27.59293344374734	33.310526535955255	N1dl	526421.5558949809	8835397.788972836	POINT (526421.5558949809 8835397.788972836)
644.46578708584	0.19539614251525886	3.0702485027495734	26.25961387429724	0.11686191807996901	129.82934793084485	15.441313707915532	N1dl	546611.6127581267	8817500.67284666	POINT (546611.6127581267 8817500.67284666)
493.5566272539026	0.08503235873942362	1.1927355591869937	9.971372425083004	0.11988310681452877	119.94744687460349	-9.911284142496083	N1dl	533650.0947719096	8791537.2508608	POINT (533650.0947719096 8791537.250860799)
512.0755527626175	0.19927309573289206	1.2490717673178406	10.792826632850458	0.11332161566368548	66.41470915457231	-21.798800913515237	N1dl	529786.5653721718	8791033.106744569	POINT (529786.5653721718 8791033.106744569)
498.122214804487	0.07146115474189187	0.8822665637797786	12.04051027858795	0.07345760747664482	148.54124001799613	-28.327637622529686	N1dl	539632.3338424714	8794940.223645354	POINT (539632.3338424714 8794940.223645354)
520.0645202825256	0.34359508061829275	1.3192605630472287	12.017371772649213	0.10960230536238572	35.007450929192856	74.46390252342789	N1dl	545116.0529904863	8831994.816188281	POINT (545116.0529904863 8831994.816188281)
430.80421836679596	0.23500155201704034	1.8014639857472425	12.739081444034467	0.14198082519606356	54.377030976018965	27.855349361345397	N1dl	526920.0758175277	8839052.833815506	POINT (526920.0758175277 8839052.833815506)
646.4474288534722	0.2095397325928557	1.3274025340519369	20.907865684992498	0.06207607280961178	76.47787181330311	97.76524728806342	N1dl	527543.2257207113	8801242.025098233	POINT (527543.2257207113 8801242.025098233)
435.78280662278615	1.3754482327510513	1.6028664031291746	17.261646498655573	0.08805633881491447	11.860805392669235	46.4366121319416	N1dl	507353.16885756544	8818508.96107912	POINT (507353.1688575654 8818508.961079121)
667.57363776071	0.1896201600691779	1.417898412309224	23.85336692708989	0.057507131498562125	62.667055571173734	23.88167998877538	N1dl	541875.673493932	8821281.753718387	POINT (541875.673493932 8821281.753718387)
461.8789778592406	0.34937531321052356	1.6835847805707314	19.164013224088766	0.08784667876841458	55.48455215709676	36.450425882316544	N1dl	507103.90889629204	8817500.67284666	POINT (507103.908896292 8817500.67284666)
