Quality Assurance of Geometric Corrections for the AST_L1T Product

This file contains two sections:
   * A section listing the GLS 2000 Ground Control Points (GCPs)
     that were used in correcting the geometric location of the pixels
     in order to create this AST_L1T product
   * A section that does an independent geometric verification of the corrected
     pixels by comparing the AST_L1T data to a GLS 2000 Standard Scene.

Section One:

'Precision' correction was not achieved.

Section Two:

==============================================================================
==============================================================================
Sun. Apr. 26 2015                  TERRA_ASTER                       Time: 17:20
                                 ASTER L1T PGE
                            GEOMETRIC VERIFY Report
==============================================================================
WRS-2: Path/Row 228/64
Reference Image: GLS 2000 (p228r064_7dt20001006_z21_50.tif)

Pixel dimensions: 30 x 30 meters
Pointing angle:   8.589 degrees

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 --  0.0%
Rank   2 --  1.4%
Rank   3 --  5.5%
Rank   4 --  0.7%
Rank   5 -- 92.5%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2280644692   -6.49400    -56.10781    10.37    -13.23    16.81     5 
2280644707   -6.49372    -55.96131     3.30      9.77    10.32     5 
2280644758   -6.50283    -56.19569    -7.69    -13.31    15.37     5 
2280644764   -6.50274    -56.13709    -0.04    -18.07    18.07     5 
2280644767   -6.50268    -56.10779     3.04    -13.58    13.92     5 
2280644778   -6.50248    -56.00036    -2.23     -7.39     7.72     5 
2280644789   -6.50226    -55.89292    12.31     -2.79    12.62     5 
2280644826   -6.51162    -56.26405     1.59      5.99     6.20     5 
2280644860   -6.51103    -55.93197    -7.55     17.69    19.23     5 
2280644907   -6.52022    -56.20543     6.43     -1.73     6.66     5 
2280644908   -6.52020    -56.19567     4.55      5.19     6.90     5 
2280644938   -6.51965    -55.90265    -0.47     -5.78     5.80     5 
2280644981   -6.52891    -56.21519     8.19      1.08     8.26     5 
2280644982   -6.52890    -56.20542     5.89     -2.08     6.25     5 
2280644983   -6.52888    -56.19565     3.57      2.81     4.54     5 
2280644984   -6.52887    -56.18588     4.95      3.13     5.86     5 
2280645056   -6.53760    -56.21517   -10.30     -5.18    11.53     5 
2280645159   -6.54578    -55.94167    -1.08     -0.48     1.18     3 
2280645232   -6.55450    -55.96118   -11.57      7.98    14.05     5 
2280645233   -6.55448    -55.95141    -1.71     -0.13     1.71     3 
2280645293   -6.56345    -56.09792     0.94     -1.58     1.84     3 
2280645359   -6.57228    -56.18581   -14.92      2.38    15.11     5 
2280645367   -6.57215    -56.10767     1.54     -1.12     1.91     3 
2280645386   -6.57179    -55.92207    -4.56     15.81    16.45     5 
2280645461   -6.58047    -55.92206    -3.38     17.44    17.76     5 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 28

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
