Quality Assurance of Geometric Corrections for the AST_L1T Product

This file contains two sections:
   * A section listing the GLS 2000 Ground Control Points (GCPs)
     that were used in correcting the geometric location of the pixels
     in order to create this AST_L1T product
   * A section that does an independent geometric verification of the corrected
     pixels by comparing the AST_L1T data to a GLS 2000 Standard Scene.

Section One:

'Precision' correction was not achieved.

Section Two:

==============================================================================
==============================================================================
Mon. May. 11 2015                  TERRA_ASTER                       Time: 20:25
                                 ASTER L1T PGE
                            GEOMETRIC VERIFY Report
==============================================================================
WRS-2: Path/Row 228/64
Reference Image: GLS 2000 (p228r064_7dt20001006_z21_50.tif)

Pixel dimensions: 30 x 30 meters
Pointing angle:  -2.884 degrees

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 --  0.0%
Rank   2 --  0.0%
Rank   3 -- 100.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2280641833   -5.81998    -56.32191    -1.13      0.89     1.44     3 
2280641834   -5.81997    -56.31215    -1.17      0.93     1.50     3 
2280641887   -5.82887    -56.52676    -1.04      1.03     1.46     3 
2280641888   -5.82887    -56.51700    -1.02      0.96     1.40     3 
2280641889   -5.82886    -56.50725    -1.13      0.87     1.43     3 
2280641890   -5.82885    -56.49749    -1.14      0.82     1.40     3 
2280641891   -5.82884    -56.48774    -1.14      0.82     1.40     3 
2280641892   -5.82883    -56.47798    -1.11      0.83     1.39     3 
2280641893   -5.82882    -56.46823    -1.12      0.84     1.40     3 
2280641894   -5.82881    -56.45847    -1.14      0.85     1.42     3 
2280641895   -5.82880    -56.44872    -1.13      0.82     1.40     3 
2280641896   -5.82879    -56.43896    -1.14      0.81     1.40     3 
2280641897   -5.82878    -56.42921    -1.12      0.87     1.42     3 
2280641898   -5.82877    -56.41945    -1.12      0.87     1.42     3 
2280641899   -5.82876    -56.40969    -1.10      0.85     1.39     3 
2280641900   -5.82875    -56.39994    -1.06      0.91     1.40     3 
2280641901   -5.82874    -56.39018    -1.10      0.91     1.43     3 
2280641902   -5.82873    -56.38043    -1.14      0.93     1.47     3 
2280641903   -5.82872    -56.37067    -1.08      0.96     1.45     3 
2280641904   -5.82871    -56.36092    -1.00      0.92     1.36     3 
2280641905   -5.82870    -56.35116    -1.04      0.95     1.41     3 
2280641907   -5.82868    -56.33165    -1.04      0.87     1.36     3 
2280641908   -5.82866    -56.32190    -1.07      0.86     1.37     3 
2280641909   -5.82865    -56.31214    -1.16      1.03     1.55     3 
2280641922   -5.82848    -56.18533    -1.02      1.07     1.48     3 
2280641926   -5.82843    -56.14631    -0.89      1.11     1.42     3 
2280641963   -5.83755    -56.51700    -1.25      1.08     1.65     3 
2280641964   -5.83754    -56.50724    -1.15      0.93     1.48     3 
2280641965   -5.83753    -56.49748    -1.13      0.87     1.43     3 
2280641966   -5.83752    -56.48773    -1.12      0.88     1.42     3 
2280641967   -5.83751    -56.47797    -1.12      0.89     1.43     3 
2280641968   -5.83751    -56.46822    -1.12      0.87     1.42     3 
2280641971   -5.83748    -56.43895    -1.10      0.84     1.38     3 
2280641972   -5.83747    -56.42920    -1.12      0.84     1.41     3 
2280641973   -5.83746    -56.41944    -1.15      0.89     1.45     3 
2280641974   -5.83745    -56.40969    -1.13      0.86     1.42     3 
2280641975   -5.83744    -56.39993    -1.11      0.90     1.42     3 
2280641976   -5.83743    -56.39017    -1.15      0.86     1.44     3 
2280641977   -5.83742    -56.38042    -1.15      0.89     1.45     3 
2280641978   -5.83741    -56.37066    -1.11      0.95     1.46     3 
2280641979   -5.83739    -56.36091    -1.09      0.95     1.45     3 
2280641980   -5.83738    -56.35115    -1.07      0.96     1.44     3 
2280641981   -5.83737    -56.34140    -1.08      0.99     1.47     3 
2280641982   -5.83736    -56.33164    -1.01      0.91     1.36     3 
2280641983   -5.83735    -56.32189    -1.04      0.89     1.37     3 
2280641984   -5.83734    -56.31213    -1.17      1.07     1.59     3 
2280641997   -5.83717    -56.18532    -1.10      1.06     1.53     3 
2280642001   -5.83711    -56.14630    -0.94      1.14     1.48     3 
2280642039   -5.84623    -56.50723    -1.16      0.97     1.51     3 
2280642040   -5.84622    -56.49748    -1.13      0.95     1.48     3 
2280642041   -5.84621    -56.48772    -1.03      0.89     1.36     3 
2280642047   -5.84615    -56.42919    -1.09      0.87     1.39     3 
2280642048   -5.84614    -56.41943    -1.09      0.85     1.38     3 
2280642049   -5.84613    -56.40968    -1.13      0.89     1.44     3 
2280642050   -5.84612    -56.39992    -1.10      0.88     1.41     3 
2280642051   -5.84611    -56.39017    -1.13      0.85     1.41     3 
2280642052   -5.84610    -56.38041    -1.14      0.90     1.45     3 
2280642053   -5.84609    -56.37065    -1.06      0.97     1.44     3 
2280642055   -5.84607    -56.35114    -1.21      0.94     1.53     3 
2280642056   -5.84606    -56.34139    -1.16      0.86     1.44     3 
2280642057   -5.84605    -56.33163    -1.08      0.86     1.38     3 
2280642058   -5.84603    -56.32188    -1.10      0.88     1.41     3 
2280642064   -5.84596    -56.26335    -1.23      1.08     1.63     3 
2280642069   -5.84589    -56.21457    -1.16      1.16     1.64     3 
2280642070   -5.84588    -56.20481    -1.06      1.06     1.49     3 
2280642071   -5.84586    -56.19506    -1.07      1.09     1.53     3 
2280642072   -5.84585    -56.18530    -1.07      1.13     1.55     3 
2280642073   -5.84584    -56.17555    -1.02      1.13     1.52     3 
2280642076   -5.84579    -56.14628    -0.85      1.14     1.42     3 
2280642077   -5.84578    -56.13653    -0.99      1.07     1.46     3 
2280642078   -5.84576    -56.12677    -1.13      1.09     1.57     3 
2280642115   -5.85490    -56.49747    -1.12      0.93     1.45     3 
2280642122   -5.85484    -56.42918    -1.14      0.93     1.47     3 
2280642126   -5.85480    -56.39016    -1.15      0.91     1.47     3 
2280642127   -5.85478    -56.38040    -1.15      0.99     1.52     3 
2280642128   -5.85477    -56.37065    -1.09      0.98     1.47     3 
2280642131   -5.85474    -56.34138    -1.16      0.81     1.42     3 
2280642132   -5.85473    -56.33162    -1.15      0.81     1.41     3 
2280642142   -5.85460    -56.23407    -1.14      0.91     1.46     3 
2280642143   -5.85459    -56.22431    -1.07      1.05     1.50     3 
2280642144   -5.85458    -56.21456    -1.11      1.11     1.57     3 
2280642145   -5.85456    -56.20480    -1.03      1.07     1.49     3 
2280642146   -5.85455    -56.19505    -1.12      1.02     1.51     3 
2280642147   -5.85454    -56.18529    -1.13      1.04     1.54     3 
2280642148   -5.85452    -56.17554    -1.06      1.08     1.51     3 
2280642149   -5.85451    -56.16578    -0.95      1.12     1.47     3 
2280642151   -5.85448    -56.14627    -0.82      1.18     1.44     3 
2280642152   -5.85446    -56.13652    -0.98      1.07     1.45     3 
2280642153   -5.85445    -56.12676    -1.07      1.03     1.49     3 
2280642196   -5.86353    -56.43893    -1.21      0.90     1.51     3 
2280642197   -5.86352    -56.42917    -1.25      0.96     1.57     3 
2280642200   -5.86349    -56.39990    -1.12      0.94     1.47     3 
2280642201   -5.86348    -56.39015    -1.18      0.94     1.51     3 
2280642202   -5.86347    -56.38039    -1.19      1.05     1.58     3 
2280642203   -5.86346    -56.37064    -1.16      1.02     1.54     3 
2280642204   -5.86345    -56.36088    -1.12      0.99     1.49     3 
2280642205   -5.86343    -56.35112    -1.08      1.04     1.50     3 
2280642206   -5.86342    -56.34137    -1.08      0.87     1.39     3 
2280642207   -5.86341    -56.33161    -1.11      0.82     1.38     3 
2280642217   -5.86329    -56.23406    -1.16      0.92     1.48     3 
2280642218   -5.86327    -56.22430    -1.01      1.03     1.44     3 
2280642219   -5.86326    -56.21455    -1.07      1.06     1.51     3 
2280642220   -5.86325    -56.20479    -1.06      1.02     1.47     3 
2280642221   -5.86323    -56.19503    -1.10      1.00     1.48     3 
2280642222   -5.86322    -56.18528    -1.11      1.02     1.50     3 
2280642223   -5.86320    -56.17552    -1.08      1.08     1.53     3 
2280642224   -5.86319    -56.16577    -1.04      1.14     1.54     3 
2280642227   -5.86315    -56.13650    -0.97      1.09     1.46     3 
2280642228   -5.86313    -56.12675    -1.03      0.98     1.42     3 
2280642262   -5.87230    -56.52672    -1.00      0.88     1.33     3 
2280642263   -5.87229    -56.51697    -1.10      0.85     1.39     3 
2280642266   -5.87226    -56.48770    -0.87      1.10     1.40     3 
2280642272   -5.87220    -56.42916    -1.22      0.90     1.52     3 
2280642278   -5.87214    -56.37062    -1.21      1.01     1.57     3 
2280642279   -5.87213    -56.36087    -1.13      0.91     1.45     3 
2280642280   -5.87212    -56.35111    -1.09      0.95     1.45     3 
2280642283   -5.87209    -56.32185    -1.19      1.10     1.62     3 
2280642294   -5.87194    -56.21453    -1.12      1.11     1.57     3 
2280642295   -5.87193    -56.20478    -1.10      1.02     1.50     3 
2280642296   -5.87192    -56.19502    -1.09      1.07     1.52     3 
2280642297   -5.87190    -56.18527    -1.04      1.08     1.50     3 
2280642298   -5.87189    -56.17551    -1.05      1.11     1.53     3 
2280642299   -5.87187    -56.16575    -1.01      1.06     1.46     3 
2280642337   -5.88098    -56.52672    -1.10      0.93     1.44     3 
2280642340   -5.88095    -56.49745    -1.26      0.82     1.51     3 
2280642348   -5.88088    -56.41940    -1.20      0.82     1.45     3 
2280642353   -5.88083    -56.37062    -1.21      0.97     1.55     3 
2280642354   -5.88081    -56.36086    -1.16      0.87     1.45     3 
2280642355   -5.88080    -56.35110    -1.15      0.88     1.45     3 
2280642358   -5.88077    -56.32184    -1.19      1.10     1.62     3 
2280642426   -5.88953    -56.39012    -1.20      0.88     1.49     3 
2280642428   -5.88951    -56.37061    -1.18      0.81     1.43     3 
2280642429   -5.88950    -56.36085    -1.15      0.83     1.42     3 
2280642430   -5.88949    -56.35109    -1.19      0.90     1.50     3 
2280642431   -5.88948    -56.34134    -1.18      0.95     1.52     3 
2280642432   -5.88946    -56.33158    -1.20      1.02     1.57     3 
2280642433   -5.88945    -56.32182    -1.22      1.05     1.61     3 
2280642434   -5.88944    -56.31207    -1.17      1.00     1.54     3 
2280642452   -5.88920    -56.13646    -0.98      0.98     1.39     3 
2280642503   -5.89819    -56.37060    -1.14      0.78     1.38     3 
2280642504   -5.89818    -56.36084    -1.11      0.80     1.37     3 
2280642505   -5.89817    -56.35108    -1.14      0.89     1.45     3 
2280642508   -5.89814    -56.32181    -1.16      0.98     1.52     3 
2280642509   -5.89812    -56.31206    -1.13      0.95     1.48     3 
2280642523   -5.89794    -56.17547    -1.10      1.08     1.54     3 
2280642524   -5.89792    -56.16572    -1.08      1.11     1.55     3 
2280642578   -5.90688    -56.37059    -1.10      0.82     1.37     3 
2280642579   -5.90687    -56.36083    -1.11      0.82     1.38     3 
2280642580   -5.90686    -56.35107    -1.14      0.88     1.44     3 
2280642637   -5.91572    -56.52669    -0.97      0.90     1.33     3 
2280642860   -5.94179    -56.54618    -1.27      0.92     1.57     3 
2280642871   -5.94169    -56.43885    -1.16      0.50     1.27     3 
2280642881   -5.94158    -56.34128    -1.13      0.65     1.30     3 
2280642935   -5.95047    -56.54617    -1.13      0.55     1.26     3 
2280642963   -5.95018    -56.27296    -1.18      0.99     1.54     3 
2280643009   -5.95916    -56.55592    -1.20      0.93     1.52     3 
2280643084   -5.96785    -56.55591    -1.12      0.62     1.28     3 
2280643107   -5.96762    -56.33149    -1.30      0.86     1.56     3 
2280643114   -5.96753    -56.26318    -1.13      1.01     1.52     3 
2280643115   -5.96752    -56.25343    -1.14      1.06     1.56     3 
2280643116   -5.96751    -56.24367    -1.11      1.04     1.52     3 
2280643117   -5.96749    -56.23391    -0.97      1.10     1.47     3 
2280643159   -5.97653    -56.55591    -1.13      0.65     1.30     3 
2280643182   -5.97630    -56.33148    -1.09      0.84     1.38     3 
2280643183   -5.97629    -56.32172    -1.13      0.84     1.41     3 
2280643184   -5.97628    -56.31196    -1.16      0.94     1.49     3 
2280643185   -5.97627    -56.30220    -1.12      1.01     1.50     3 
2280643186   -5.97625    -56.29245    -1.11      0.96     1.47     3 
2280643191   -5.97619    -56.24366    -1.13      1.05     1.54     3 
2280643257   -5.98499    -56.33147    -1.03      0.85     1.34     3 
2280643258   -5.98498    -56.32171    -1.07      0.93     1.42     3 
2280643259   -5.98496    -56.31195    -1.10      0.93     1.44     3 
2280643260   -5.98495    -56.30219    -1.08      0.97     1.46     3 
2280643261   -5.98494    -56.29243    -1.16      1.01     1.54     3 
2280643288   -5.98454    -56.02898    -0.99      1.06     1.45     3 
2280643314   -5.99386    -56.50710    -1.14      0.78     1.38     3 
2280643536   -6.01994    -56.53636    -1.12      0.64     1.29     3 
2280643782   -6.04577    -56.33139    -0.86      0.89     1.24     3 
2280643859   -6.05443    -56.31186    -0.94      1.22     1.54     3 
2280644009   -6.07180    -56.31184    -1.23      0.89     1.52     3 
2280644010   -6.07179    -56.30208    -0.91      1.02     1.36     3 
2280644016   -6.07171    -56.24352    -1.29      1.00     1.64     3 
2280644085   -6.08047    -56.30207    -1.07      0.91     1.41     3 
2280644160   -6.08916    -56.30206    -1.24      0.95     1.57     3 
2280644312   -6.10650    -56.28252    -1.11      0.95     1.46     3 
2280644313   -6.10649    -56.27276    -1.04      0.96     1.42     3 
2280644386   -6.11519    -56.29227    -1.15      0.81     1.41     3 
2280644461   -6.12388    -56.29225    -1.01      0.82     1.30     3 
2280644536   -6.13256    -56.29224    -1.07      0.82     1.35     3 
2280644673   -6.15008    -56.41911    -1.07      0.96     1.44     3 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 319

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -1.094
  Median: -1.095
  Standard Deviation: 0.064

Sample residual statistics:
  Mean: 0.895
  Median: 0.890
  Standard Deviation: 0.078

Quadrant RMSE: 1.417

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 118

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -1.005
  Median: -1.010
  Standard Deviation: 0.079

Sample residual statistics:
  Mean: 1.033
  Median: 1.045
  Standard Deviation: 0.078

Quadrant RMSE: 1.446

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 25

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -1.113
  Median: -1.123
  Standard Deviation: 0.092

Sample residual statistics:
  Mean: 0.850
  Median: 0.888
  Standard Deviation: 0.161

Quadrant RMSE: 1.413

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 16

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -1.097
  Median: -1.108
  Standard Deviation: 0.097

Sample residual statistics:
  Mean: 0.972
  Median: 1.000
  Standard Deviation: 0.087

Quadrant RMSE: 1.471

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 478

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: -1.073
  Median: -1.079
  Standard Deviation: 0.081

Sample residual statistics:
  Mean: 0.929
  Median: 0.918
  Standard Deviation: 0.105

Scene RMSE: 1.426

