Quality Assurance of Geometric Corrections for the AST_L1T Product

This file contains two sections:
   * A section listing the GLS 2000 Ground Control Points (GCPs)
     that were used in correcting the geometric location of the pixels
     in order to create this AST_L1T product
   * A section that does an independent geometric verification of the corrected
     pixels by comparing the AST_L1T data to a GLS 2000 Standard Scene.

Section One:

'Precision' correction was not achieved.

Section Two:

==============================================================================
==============================================================================
 May. 9 2015                  TERRA_ASTER                       Time: 16:34
                                 ASTER L1T PGE
                            GEOMETRIC VERIFY Report
==============================================================================
WRS-2: Path/Row 228/64
Reference Image: GLS 2000 (p228r064_7dt20001006_z21_50.tif)

Pixel dimensions: 30 x 30 meters
Pointing angle:  -2.832 degrees

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 --  0.0%
Rank   2 --  1.7%
Rank   3 --  4.2%
Rank   4 --  3.4%
Rank   5 -- 90.7%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2280643784   -6.04818    -56.29967    -0.21      5.68     5.68     5 
2280643785   -6.04816    -56.28991     2.45      3.10     3.95     5 
2280643786   -6.04815    -56.28015     5.74      2.66     6.33     5 
2280643787   -6.04814    -56.27040    16.63      5.14    17.41     5 
2280643788   -6.04812    -56.26064    17.51      2.92    17.75     5 
2280643814   -6.04772    -56.00691    -0.44     -4.22     4.24     5 
2280643864   -6.05680    -56.25086     9.37     13.87    16.74     5 
2280643936   -6.06552    -56.28013    -5.46     18.69    19.47     5 
2280643941   -6.06545    -56.23134    -0.96      1.69     1.94     3 
2280643958   -6.06519    -56.06543     7.43      2.00     7.70     5 
2280644003   -6.07430    -56.35820    11.88    -14.33    18.61     5 
2280644017   -6.07412    -56.22156     0.40      1.28     1.34     3 
2280644091   -6.08282    -56.23131    -4.63     -5.82     7.44     5 
2280644097   -6.08273    -56.17276     2.07    -10.62    10.82     5 
2280644098   -6.08272    -56.16300     1.32    -11.98    12.06     5 
2280644172   -6.09142    -56.17274     2.17    -11.87    12.07     5 
2280644173   -6.09140    -56.16298     1.20    -12.48    12.54     5 
2280644177   -6.09134    -56.12394   -16.99     -5.13    17.75     5 
2280644218   -6.10046    -56.45576    -4.80     16.84    17.51     5 
2280644221   -6.10043    -56.42648    -0.45     15.17    15.17     5 
2280644247   -6.10010    -56.17273    -5.31     -7.43     9.13     5 
2280644295   -6.10912    -56.43624    -2.45     12.25    12.50     5 
2280644296   -6.10911    -56.42648    -2.22     13.61    13.79     5 
2280644370   -6.11781    -56.43623    -8.70     11.91    14.75     5 
2280644371   -6.11780    -56.42647    -8.08     13.41    15.65     5 
2280644431   -6.12662    -56.57287    -0.83      0.58     1.01     3 
2280644506   -6.13530    -56.57286    -0.81      0.54     0.98     2 
2280644691   -6.15229    -56.23121   -16.21    -10.99    19.59     5 
2280644731   -6.16135    -56.57284    -1.13      0.42     1.21     3 
2280644732   -6.16135    -56.56308    -0.50      0.73     0.88     2 
2280644838   -6.16970    -56.26047   -11.27     15.13    18.87     5 
2280644843   -6.16963    -56.21166   -10.52     -5.50    11.87     5 
2280644844   -6.16961    -56.20190    -9.80     -9.05    13.34     5 
2280644918   -6.17831    -56.21165   -11.45     -6.30    13.07     5 
2280644919   -6.17830    -56.20189   -10.44     -9.41    14.06     5 
2280645004   -6.18682    -56.10427    13.35     -8.53    15.84     5 
2280645005   -6.18681    -56.09451    11.36     -8.45    14.16     5 
2280645079   -6.19551    -56.10425    13.38     -8.79    16.01     5 
2280645217   -6.21306    -56.22136    -1.51    -16.03    16.10     5 
2280645221   -6.21300    -56.18232     3.32      9.40     9.97     5 
2280645233   -6.21281    -56.06518   -10.94     -3.60    11.51     5 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 16

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.206
  Median: 0.228
  Standard Deviation: 10.722

Sample residual statistics:
  Mean: 2.162
  Median: 3.059
  Standard Deviation: 7.285

Quadrant RMSE: 13.143

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 28

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.212
  Median: 0.036
  Standard Deviation: 11.510

Sample residual statistics:
  Mean: -0.437
  Median: -1.980
  Standard Deviation: 10.675

Quadrant RMSE: 15.706

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 32

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -1.861
  Median: -0.860
  Standard Deviation: 8.925

Sample residual statistics:
  Mean: 3.913
  Median: 2.598
  Standard Deviation: 7.968

Quadrant RMSE: 12.724

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 41

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.201
  Median: 1.201
  Standard Deviation: 9.296

Sample residual statistics:
  Mean: -3.731
  Median: -7.428
  Standard Deviation: 9.974

Quadrant RMSE: 14.138

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 118

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: -0.541
  Median: -0.475
  Standard Deviation: 9.971

Sample residual statistics:
  Mean: -0.157
  Median: 0.820
  Standard Deviation: 9.855

Scene RMSE: 14.031

